Dairy Products;Camembert Pierrot;1996-08-30 00:00:00.000;Rattlesnake Canyon Grocery;21
Dairy Products;Gudbrandsdalsost;1996-09-03 00:00:00.000;LILA-Supermercado;15
Dairy Products;Queso Cabrales;1996-09-03 00:00:00.000;LILA-Supermercado;12
Confections;Pavlova;1996-09-03 00:00:00.000;LILA-Supermercado;30
Beverages;Chartreuse verte;1996-09-04 00:00:00.000;Blondesddsl père et fils;60
Dairy Products;Mozzarella di Giovanni;1996-09-04 00:00:00.000;Blondesddsl père et fils;20
Dairy Products;Raclette Courdavault;1996-09-05 00:00:00.000;Hungry Owl All-Night Grocers;30
Confections;Tarte au sucre;1996-09-05 00:00:00.000;Hungry Owl All-Night Grocers;15
Beverages;Chang;1996-09-05 00:00:00.000;Hungry Owl All-Night Grocers;40
Seafood;Inlagd Sill;1996-09-05 00:00:00.000;Hungry Owl All-Night Grocers;40
Beverages;Outback Lager;1996-09-06 00:00:00.000;Ricardo Adocicados;20
Confections;Teatime Chocolate Biscuits;1996-09-06 00:00:00.000;Ricardo Adocicados;15
Condiments;Louisiana Hot Spiced Okra;1996-09-09 00:00:00.000;Magazzini Alimentari Riuniti;30
Confections;Scottish Longbreads;1996-09-09 00:00:00.000;Magazzini Alimentari Riuniti;20
Seafood;Boston Crab Meat;1996-09-09 00:00:00.000;Die Wandernde Kuh;10
Beverages;Ipoh Coffee;1996-09-10 00:00:00.000;Suprêmes délices;12
Condiments;Louisiana Fiery Hot Pepper Sauce;1996-09-11 00:00:00.000;Godos Cocina Típica;30
Confections;Scottish Longbreads;1996-09-11 00:00:00.000;Godos Cocina Típica;15
Seafood;Boston Crab Meat;1996-09-11 00:00:00.000;Godos Cocina Típica;40
Confections;Maxilaku;1996-09-12 00:00:00.000;Tortuga Restaurante;30
Dairy Products;Raclette Courdavault;1996-09-12 00:00:00.000;Tortuga Restaurante;10
Dairy Products;Flotemysost;1996-09-12 00:00:00.000;Tortuga Restaurante;2
Seafood;Carnarvon Tigers;1996-09-13 00:00:00.000;Old World Delicatessen;25
Beverages;Chartreuse verte;1996-09-13 00:00:00.000;Old World Delicatessen;30
Seafood;Nord-Ost Matjeshering;1996-09-16 00:00:00.000;Romero y tomillo;10
Confections;Scottish Longbreads;1996-09-17 00:00:00.000;Lonesome Pine Restaurant;3
Confections;Tarte au sucre;1996-09-17 00:00:00.000;Lonesome Pine Restaurant;10
Dairy Products;Gudbrandsdalsost;1996-09-18 00:00:00.000;Ana Trujillo Emparedados y helados;1
Beverages;Outback Lager;1996-09-18 00:00:00.000;Ana Trujillo Emparedados y helados;5
Beverages;Ipoh Coffee;1996-09-19 00:00:00.000;Hungry Owl All-Night Grocers;20
Condiments;Grandma's Boysenberry Spread;1996-09-19 00:00:00.000;Hungry Owl All-Night Grocers;30
Condiments;Chef Anton's Cajun Seasoning;1996-09-19 00:00:00.000;Hungry Owl All-Night Grocers;20
Dairy Products;Flotemysost;1996-09-19 00:00:00.000;Hungry Owl All-Night Grocers;3
Dairy Products;Gudbrandsdalsost;1996-09-20 00:00:00.000;Du monde entier;7
Confections;Tarte au sucre;1996-09-20 00:00:00.000;The Big Cheese;5
Confections;Pavlova;1996-09-20 00:00:00.000;The Big Cheese;10
Beverages;Ipoh Coffee;1996-09-23 00:00:00.000;Die Wandernde Kuh;24
Beverages;Rhönbräu Klosterbier;1996-09-23 00:00:00.000;Die Wandernde Kuh;10
Seafood;Inlagd Sill;1996-09-24 00:00:00.000;QUICK-Stop;12
Dairy Products;Mascarpone Fabioli;1996-09-25 00:00:00.000;Rattlesnake Canyon Grocery;40
Seafood;Escargots de Bourgogne;1996-09-25 00:00:00.000;Rattlesnake Canyon Grocery;30
Confections;Tarte au sucre;1996-09-25 00:00:00.000;Rattlesnake Canyon Grocery;25
Beverages;Outback Lager;1996-09-26 00:00:00.000;Island Trading;30
Beverages;Sasquatch Ale;1996-09-26 00:00:00.000;Island Trading;14
Confections;Tarte au sucre;1996-09-27 00:00:00.000;Rattlesnake Canyon Grocery;70
Seafood;Jack's New England Clam Chowder;1996-09-27 00:00:00.000;Rattlesnake Canyon Grocery;10
Beverages;Chai;1996-09-30 00:00:00.000;Lonesome Pine Restaurant;20
Beverages;Lakkalikööri;1996-10-01 00:00:00.000;Island Trading;6
Seafood;Jack's New England Clam Chowder;1996-10-01 00:00:00.000;Island Trading;20
Beverages;Lakkalikööri;1996-10-02 00:00:00.000;Tortuga Restaurante;30
Beverages;Steeleye Stout;1996-10-03 00:00:00.000;Island Trading;10
Dairy Products;Flotemysost;1996-10-03 00:00:00.000;Wartian Herkku;30
Confections;NuNuCa Nuß-Nougat-Creme;1996-10-07 00:00:00.000;Königlich Essen;4
Beverages;Chartreuse verte;1996-10-07 00:00:00.000;Königlich Essen;4
Condiments;Genen Shouyu;1996-10-07 00:00:00.000;Königlich Essen;5
Confections;Pavlova;1996-10-08 00:00:00.000;Save-a-lot Markets;21
Condiments;Vegie-spread;1996-10-08 00:00:00.000;Save-a-lot Markets;80
Beverages;Steeleye Stout;1996-10-08 00:00:00.000;Save-a-lot Markets;70
Dairy Products;Raclette Courdavault;1996-10-08 00:00:00.000;Save-a-lot Markets;40
Seafood;Spegesild;1996-10-08 00:00:00.000;Save-a-lot Markets;30
Seafood;Konbu;1996-10-09 00:00:00.000;Königlich Essen;12
Dairy Products;Mozzarella di Giovanni;1996-10-09 00:00:00.000;Königlich Essen;40
Dairy Products;Gorgonzola Telino;1996-10-09 00:00:00.000;Königlich Essen;4
Condiments;Grandma's Boysenberry Spread;1996-10-09 00:00:00.000;Königlich Essen;6
Condiments;Chef Anton's Cajun Seasoning;1996-10-10 00:00:00.000;Bólido Comidas preparadas;24
Beverages;Rhönbräu Klosterbier;1996-10-10 00:00:00.000;Bólido Comidas preparadas;50
Beverages;Chang;1996-10-11 00:00:00.000;Folk och fä HB;25
Dairy Products;Queso Cabrales;1996-10-11 00:00:00.000;Folk och fä HB;50
Seafood;Nord-Ost Matjeshering;1996-10-11 00:00:00.000;Folk och fä HB;35
Seafood;Escargots de Bourgogne;1996-10-11 00:00:00.000;Folk och fä HB;30
Confections;Scottish Longbreads;1996-10-14 00:00:00.000;Furia Bacalhau e Frutos do Mar;10
Dairy Products;Raclette Courdavault;1996-10-14 00:00:00.000;Furia Bacalhau e Frutos do Mar;9
Condiments;Louisiana Fiery Hot Pepper Sauce;1996-10-14 00:00:00.000;Furia Bacalhau e Frutos do Mar;40
Confections;Teatime Chocolate Biscuits;1996-10-15 00:00:00.000;Split Rail Beer & Ale;10
Beverages;Côte de Blaye;1996-10-15 00:00:00.000;Split Rail Beer & Ale;20
Seafood;Nord-Ost Matjeshering;1996-10-15 00:00:00.000;Split Rail Beer & Ale;8
Dairy Products;Mozzarella di Giovanni;1996-10-16 00:00:00.000;LILA-Supermercado;25
Confections;Gumbär Gummibärchen;1996-10-16 00:00:00.000;LILA-Supermercado;50
Confections;Zaanse koeken;1996-10-17 00:00:00.000;Mère Paillarde;16
Seafood;Carnarvon Tigers;1996-10-17 00:00:00.000;Mère Paillarde;40
Dairy Products;Flotemysost;1996-10-18 00:00:00.000;Wartian Herkku;40
Confections;Sir Rodney's Scones;1996-10-18 00:00:00.000;Wartian Herkku;10
Confections;Scottish Longbreads;1996-10-21 00:00:00.000;Victuailles en stock;10
Dairy Products;Gorgonzola Telino;1996-10-22 00:00:00.000;Hungry Owl All-Night Grocers;25
Beverages;Chang;1996-10-22 00:00:00.000;Hungry Owl All-Night Grocers;7
Dairy Products;Mascarpone Fabioli;1996-10-22 00:00:00.000;Hungry Owl All-Night Grocers;6
Condiments;Chef Anton's Cajun Seasoning;1996-10-23 00:00:00.000;Princesa Isabel Vinhos;18
Confections;Gumbär Gummibärchen;1996-10-24 00:00:00.000;Frankenversand;24
Dairy Products;Mozzarella di Giovanni;1996-10-24 00:00:00.000;Frankenversand;25
Seafood;Gravad lax;1996-10-24 00:00:00.000;Frankenversand;28
Seafood;Inlagd Sill;1996-10-24 00:00:00.000;Frankenversand;20
Seafood;Nord-Ost Matjeshering;1996-10-25 00:00:00.000;Old World Delicatessen;15
Confections;Tarte au sucre;1996-10-28 00:00:00.000;Mère Paillarde;28
Condiments;Chef Anton's Cajun Seasoning;1996-10-28 00:00:00.000;Mère Paillarde;10
Beverages;Ipoh Coffee;1996-10-29 00:00:00.000;Bon app';40
Seafood;Carnarvon Tigers;1996-10-29 00:00:00.000;Bon app';20
Dairy Products;Raclette Courdavault;1996-10-29 00:00:00.000;Simons bistro;9
Dairy Products;Geitost;1996-10-29 00:00:00.000;Simons bistro;8
Seafood;Jack's New England Clam Chowder;1996-10-29 00:00:00.000;Bon app';12
Seafood;Inlagd Sill;1996-10-30 00:00:00.000;Frankenversand;40
Dairy Products;Gorgonzola Telino;1996-10-30 00:00:00.000;Frankenversand;56
Beverages;Chang;1996-10-30 00:00:00.000;Frankenversand;24
Beverages;Lakkalikööri;1996-10-31 00:00:00.000;Lehmanns Marktstand;15
Confections;Scottish Longbreads;1996-10-31 00:00:00.000;Lehmanns Marktstand;4
Condiments;Chef Anton's Cajun Seasoning;1996-11-01 00:00:00.000;White Clover Markets;35
Condiments;Northwoods Cranberry Sauce;1996-11-01 00:00:00.000;White Clover Markets;70
Condiments;Northwoods Cranberry Sauce;1996-11-04 00:00:00.000;QUICK-Stop;70
Confections;Teatime Chocolate Biscuits;1996-11-04 00:00:00.000;QUICK-Stop;80
Beverages;Chartreuse verte;1996-11-06 00:00:00.000;Familia Arquibaldo;50
Beverages;Rhönbräu Klosterbier;1996-11-06 00:00:00.000;Familia Arquibaldo;6
Confections;NuNuCa Nuß-Nougat-Creme;1996-11-06 00:00:00.000;Familia Arquibaldo;10
Seafood;Boston Crab Meat;1996-11-06 00:00:00.000;Familia Arquibaldo;4
Beverages;Chai;1996-11-07 00:00:00.000;Die Wandernde Kuh;15
Beverages;Côte de Blaye;1996-11-11 00:00:00.000;Ernst Handel;20
Condiments;Louisiana Fiery Hot Pepper Sauce;1996-11-11 00:00:00.000;Ernst Handel;10
Condiments;Gula Malacca;1996-11-11 00:00:00.000;Ernst Handel;77
Confections;Valkoinen suklaa;1996-11-11 00:00:00.000;La maison d'Asie;15
Dairy Products;Gudbrandsdalsost;1996-11-11 00:00:00.000;La maison d'Asie;18
Seafood;Jack's New England Clam Chowder;1996-11-11 00:00:00.000;Ernst Handel;13
Beverages;Guaraná Fantástica;1996-11-12 00:00:00.000;Furia Bacalhau e Frutos do Mar;10
Beverages;Côte de Blaye;1996-11-13 00:00:00.000;Piccolo und mehr;50
Dairy Products;Queso Cabrales;1996-11-13 00:00:00.000;Piccolo und mehr;12
Beverages;Chai;1996-11-14 00:00:00.000;Pericles Comidas clásicas;12
Beverages;Guaraná Fantástica;1996-11-15 00:00:00.000;Around the Horn;25
Dairy Products;Gorgonzola Telino;1996-11-18 00:00:00.000;Die Wandernde Kuh;30
Dairy Products;Gudbrandsdalsost;1996-11-18 00:00:00.000;Die Wandernde Kuh;20
Seafood;Ikura;1996-11-19 00:00:00.000;LILA-Supermercado;30
Dairy Products;Camembert Pierrot;1996-11-19 00:00:00.000;LILA-Supermercado;8
Confections;Gumbär Gummibärchen;1996-11-19 00:00:00.000;LILA-Supermercado;16
Beverages;Guaraná Fantástica;1996-11-20 00:00:00.000;La maison d'Asie;10
Beverages;Sasquatch Ale;1996-11-20 00:00:00.000;La maison d'Asie;10
Seafood;Inlagd Sill;1996-11-20 00:00:00.000;La maison d'Asie;20
Confections;Pavlova;1996-11-21 00:00:00.000;Seven Seas Imports;56
Dairy Products;Gorgonzola Telino;1996-11-21 00:00:00.000;Seven Seas Imports;70
Dairy Products;Camembert Pierrot;1996-11-21 00:00:00.000;Seven Seas Imports;80
Dairy Products;Camembert Pierrot;1996-11-22 00:00:00.000;QUICK-Stop;55
Confections;Maxilaku;1996-11-22 00:00:00.000;Blondesddsl père et fils;35
Beverages;Côte de Blaye;1996-11-22 00:00:00.000;Blondesddsl père et fils;10
Beverages;Chartreuse verte;1996-11-22 00:00:00.000;QUICK-Stop;54
Confections;NuNuCa Nuß-Nougat-Creme;1996-11-25 00:00:00.000;Bon app';50
Dairy Products;Gorgonzola Telino;1996-11-26 00:00:00.000;Drachenblut Delikatessen;20
Dairy Products;Flotemysost;1996-11-26 00:00:00.000;Eastern Connection;5
Dairy Products;Gudbrandsdalsost;1996-11-26 00:00:00.000;Eastern Connection;30
Beverages;Rhönbräu Klosterbier;1996-11-26 00:00:00.000;Drachenblut Delikatessen;12
Beverages;Lakkalikööri;1996-11-26 00:00:00.000;Drachenblut Delikatessen;12
Dairy Products;Queso Cabrales;1996-11-27 00:00:00.000;Antonio Moreno Taquería;24
Condiments;Louisiana Fiery Hot Pepper Sauce;1996-11-28 00:00:00.000;Galería del gastrónomo;5
Condiments;Louisiana Fiery Hot Pepper Sauce;1996-11-28 00:00:00.000;Vaffeljernet;15
Condiments;Original Frankfurter grüne Soße;1996-11-28 00:00:00.000;Galería del gastrónomo;5
Condiments;Original Frankfurter grüne Soße;1996-11-28 00:00:00.000;Vaffeljernet;7
Beverages;Sasquatch Ale;1996-11-28 00:00:00.000;Vaffeljernet;36
Confections;Sir Rodney's Scones;1996-11-29 00:00:00.000;Ernst Handel;5
Beverages;Chai;1996-12-03 00:00:00.000;Chop-suey Chinese;15
Seafood;Inlagd Sill;1996-12-03 00:00:00.000;La maison d'Asie;6
Beverages;Côte de Blaye;1996-12-04 00:00:00.000;Queen Cozinha;40
Confections;Sir Rodney's Marmalade;1996-12-04 00:00:00.000;Queen Cozinha;12
Dairy Products;Mozzarella di Giovanni;1996-12-04 00:00:00.000;Queen Cozinha;42
Dairy Products;Camembert Pierrot;1996-12-04 00:00:00.000;Queen Cozinha;70
Dairy Products;Flotemysost;1996-12-05 00:00:00.000;Hungry Owl All-Night Grocers;50
Dairy Products;Gorgonzola Telino;1996-12-05 00:00:00.000;Wolski  Zajazd;30
Seafood;Escargots de Bourgogne;1996-12-05 00:00:00.000;Hungry Owl All-Night Grocers;80
Seafood;Escargots de Bourgogne;1996-12-05 00:00:00.000;Wolski  Zajazd;15
Dairy Products;Gorgonzola Telino;1996-12-09 00:00:00.000;Mère Paillarde;42
Beverages;Chartreuse verte;1996-12-09 00:00:00.000;Seven Seas Imports;20
Dairy Products;Flotemysost;1996-12-10 00:00:00.000;Folk och fä HB;6
Condiments;Louisiana Fiery Hot Pepper Sauce;1996-12-11 00:00:00.000;Que Delícia;20
Condiments;Vegie-spread;1996-12-11 00:00:00.000;Que Delícia;16
Seafood;Jack's New England Clam Chowder;1996-12-11 00:00:00.000;Que Delícia;8
Seafood;Nord-Ost Matjeshering;1996-12-12 00:00:00.000;Hungry Owl All-Night Grocers;18
Beverages;Outback Lager;1996-12-12 00:00:00.000;Hungry Owl All-Night Grocers;30
Dairy Products;Camembert Pierrot;1996-12-12 00:00:00.000;Hungry Owl All-Night Grocers;6
Dairy Products;Geitost;1996-12-13 00:00:00.000;Ernst Handel;60
Seafood;Carnarvon Tigers;1996-12-13 00:00:00.000;Ernst Handel;9
Condiments;Chef Anton's Gumbo Mix;1996-12-13 00:00:00.000;Ernst Handel;32
Seafood;Konbu;1996-12-16 00:00:00.000;Around the Horn;20
Confections;Valkoinen suklaa;1996-12-16 00:00:00.000;Around the Horn;15
Dairy Products;Camembert Pierrot;1996-12-16 00:00:00.000;Berglunds snabbköp;15
Confections;Sir Rodney's Marmalade;1996-12-16 00:00:00.000;Berglunds snabbköp;28
Confections;Scottish Longbreads;1996-12-17 00:00:00.000;Split Rail Beer & Ale;8
Dairy Products;Camembert Pierrot;1996-12-17 00:00:00.000;Split Rail Beer & Ale;20
Dairy Products;Flotemysost;1996-12-18 00:00:00.000;Santé Gourmet;15
Dairy Products;Raclette Courdavault;1996-12-18 00:00:00.000;Santé Gourmet;12
Beverages;Sasquatch Ale;1996-12-18 00:00:00.000;Familia Arquibaldo;10
Beverages;Guaraná Fantástica;1996-12-18 00:00:00.000;Familia Arquibaldo;15
Beverages;Guaraná Fantástica;1996-12-18 00:00:00.000;Santé Gourmet;15
Seafood;Rogede sild;1996-12-19 00:00:00.000;Seven Seas Imports;15
Beverages;Outback Lager;1996-12-20 00:00:00.000;Bottom-Dollar Markets;30
Seafood;Ikura;1996-12-20 00:00:00.000;Bottom-Dollar Markets;16
Confections;Tarte au sucre;1996-12-20 00:00:00.000;Bottom-Dollar Markets;20
Dairy Products;Gorgonzola Telino;1996-12-23 00:00:00.000;Ernst Handel;60
Dairy Products;Mozzarella di Giovanni;1996-12-23 00:00:00.000;Ernst Handel;24
Seafood;Konbu;1996-12-23 00:00:00.000;Drachenblut Delikatessen;18
Beverages;Steeleye Stout;1996-12-23 00:00:00.000;Ernst Handel;40
Seafood;Spegesild;1996-12-23 00:00:00.000;Ernst Handel;45
Dairy Products;Gudbrandsdalsost;1996-12-24 00:00:00.000;Piccolo und mehr;50
Seafood;Konbu;1996-12-25 00:00:00.000;Hungry Coyote Import Store;10
Dairy Products;Gorgonzola Telino;1996-12-25 00:00:00.000;Save-a-lot Markets;32
Confections;Tarte au sucre;1996-12-25 00:00:00.000;Hungry Coyote Import Store;10
Confections;NuNuCa Nuß-Nougat-Creme;1996-12-25 00:00:00.000;Save-a-lot Markets;7
Confections;Gumbär Gummibärchen;1996-12-25 00:00:00.000;Save-a-lot Markets;70
Beverages;Chang;1996-12-25 00:00:00.000;Save-a-lot Markets;25
Dairy Products;Gudbrandsdalsost;1996-12-26 00:00:00.000;HILARION-Abastos;8
Seafood;Spegesild;1996-12-26 00:00:00.000;HILARION-Abastos;28
Dairy Products;Mozzarella di Giovanni;1996-12-27 00:00:00.000;Frankenversand;21
Dairy Products;Flotemysost;1996-12-27 00:00:00.000;Frankenversand;60
Confections;Sir Rodney's Scones;1996-12-27 00:00:00.000;Princesa Isabel Vinhos;10
Beverages;Steeleye Stout;1996-12-30 00:00:00.000;Save-a-lot Markets;30
Beverages;Lakkalikööri;1996-12-31 00:00:00.000;Vaffeljernet;35
Condiments;Original Frankfurter grüne Soße;1996-12-31 00:00:00.000;Vaffeljernet;14
Confections;Scottish Longbreads;1996-12-31 00:00:00.000;Vaffeljernet;60
Dairy Products;Flotemysost;1996-12-31 00:00:00.000;Vaffeljernet;30
Dairy Products;Flotemysost;1997-01-01 00:00:00.000;Rattlesnake Canyon Grocery;60
Confections;Maxilaku;1997-01-01 00:00:00.000;Eastern Connection;30
Condiments;Louisiana Fiery Hot Pepper Sauce;1997-01-01 00:00:00.000;Rattlesnake Canyon Grocery;20
Beverages;Steeleye Stout;1997-01-01 00:00:00.000;Eastern Connection;35
Seafood;Nord-Ost Matjeshering;1997-01-01 00:00:00.000;Rattlesnake Canyon Grocery;18
Condiments;Vegie-spread;1997-01-02 00:00:00.000;Ernst Handel;65
Confections;Pavlova;1997-01-03 00:00:00.000;Ernst Handel;21
Confections;Maxilaku;1997-01-03 00:00:00.000;Magazzini Alimentari Riuniti;30
Confections;Gumbär Gummibärchen;1997-01-03 00:00:00.000;Magazzini Alimentari Riuniti;30
Confections;Chocolade;1997-01-03 00:00:00.000;Ernst Handel;70
Condiments;Aniseed Syrup;1997-01-06 00:00:00.000;LINO-Delicateses;50
Beverages;Chai;1997-01-07 00:00:00.000;Queen Cozinha;10
Confections;Sir Rodney's Scones;1997-01-07 00:00:00.000;Queen Cozinha;30
Dairy Products;Queso Cabrales;1997-01-07 00:00:00.000;Ottilies Käseladen;30
Dairy Products;Flotemysost;1997-01-07 00:00:00.000;Ottilies Käseladen;15
Dairy Products;Gudbrandsdalsost;1997-01-07 00:00:00.000;Ottilies Käseladen;15
Seafood;Inlagd Sill;1997-01-07 00:00:00.000;Queen Cozinha;5
Seafood;Boston Crab Meat;1997-01-07 00:00:00.000;Queen Cozinha;2
Seafood;Gravad lax;1997-01-08 00:00:00.000;Folies gourmandes;10
Confections;Tarte au sucre;1997-01-08 00:00:00.000;Folies gourmandes;35
Confections;Sir Rodney's Scones;1997-01-09 00:00:00.000;Océano Atlántico Ltda.;12
Dairy Products;Raclette Courdavault;1997-01-10 00:00:00.000;Bottom-Dollar Markets;16
Dairy Products;Raclette Courdavault;1997-01-10 00:00:00.000;Bottom-Dollar Markets;9
Dairy Products;Geitost;1997-01-10 00:00:00.000;Bottom-Dollar Markets;49
Condiments;Gula Malacca;1997-01-10 00:00:00.000;Bottom-Dollar Markets;40
Seafood;Jack's New England Clam Chowder;1997-01-10 00:00:00.000;Bottom-Dollar Markets;25
Beverages;Lakkalikööri;1997-01-14 00:00:00.000;La maison d'Asie;14
Confections;Teatime Chocolate Biscuits;1997-01-14 00:00:00.000;Familia Arquibaldo;18
Beverages;Chai;1997-01-14 00:00:00.000;La maison d'Asie;24
Dairy Products;Geitost;1997-01-14 00:00:00.000;Familia Arquibaldo;50
Confections;Tarte au sucre;1997-01-14 00:00:00.000;La maison d'Asie;40
Dairy Products;Geitost;1997-01-15 00:00:00.000;Hungry Coyote Import Store;20
Confections;Scottish Longbreads;1997-01-16 00:00:00.000;Simons bistro;36
Beverages;Côte de Blaye;1997-01-16 00:00:00.000;Simons bistro;50
Confections;Teatime Chocolate Biscuits;1997-01-16 00:00:00.000;Wartian Herkku;20
Condiments;Original Frankfurter grüne Soße;1997-01-16 00:00:00.000;Simons bistro;35
Seafood;Spegesild;1997-01-16 00:00:00.000;Simons bistro;2
Condiments;Sirop d'érable;1997-01-17 00:00:00.000;QUICK-Stop;16
Beverages;Chang;1997-01-17 00:00:00.000;QUICK-Stop;60
Confections;Zaanse koeken;1997-01-17 00:00:00.000;QUICK-Stop;55
Dairy Products;Camembert Pierrot;1997-01-20 00:00:00.000;Richter Supermarkt;60
Dairy Products;Gudbrandsdalsost;1997-01-20 00:00:00.000;Richter Supermarkt;20
Seafood;Konbu;1997-01-21 00:00:00.000;Wellington Importadora;2
Confections;Gumbär Gummibärchen;1997-01-21 00:00:00.000;Que Delícia;30
Beverages;Outback Lager;1997-01-21 00:00:00.000;Wellington Importadora;8
Condiments;Original Frankfurter grüne Soße;1997-01-21 00:00:00.000;Que Delícia;10
Confections;Teatime Chocolate Biscuits;1997-01-21 00:00:00.000;Que Delícia;4
Seafood;Röd Kaviar;1997-01-21 00:00:00.000;Wellington Importadora;20
Confections;Gumbär Gummibärchen;1997-01-22 00:00:00.000;Franchi S.p.A.;2
Confections;Scottish Longbreads;1997-01-23 00:00:00.000;Mère Paillarde;30
Dairy Products;Gorgonzola Telino;1997-01-23 00:00:00.000;Gourmet Lanchonetes;14
Dairy Products;Raclette Courdavault;1997-01-23 00:00:00.000;Gourmet Lanchonetes;20
Beverages;Côte de Blaye;1997-01-23 00:00:00.000;Mère Paillarde;49
Beverages;Steeleye Stout;1997-01-23 00:00:00.000;Mère Paillarde;60
